rbi,mode,direction,zone_width,entry_price,weighted_pnl,bars_held,leg1_exit,leg1_pnl,leg2_exit,leg2_pnl,mfe,mae,t1_ticks,t2_ticks,stop_ticks,entry_bar,exit_bar,score,trend,tf
1669,CT,1,54.0,24995.0,50.2,16,TARGET_1,40.0,TARGET_2,80.0,81.0,3.0,40,80,190,1670,1685,16.900000000000002,CT,15m
1703,WT,1,54.0,24997.75,29.61,160,TARGET_1,60.0,TIMECAP,-23.0,69.0,69.0,60,80,240,1704,1863,16.900000000000002,WT,15m
1893,WT,-1,94.0,24989.75,1.0,160,TIMECAP,4.0,TIMECAP,4.0,49.0,145.0,60,80,240,1894,2053,16.900000000000002,NT,15m
2160,WT,-1,19.0,25005.25,63.60000000000001,25,TARGET_1,60.0,TARGET_2,80.0,83.0,18.0,60,80,240,2161,2185,16.900000000000002,NT,15m
2743,WT,1,81.0,24953.25,9.48,160,TARGET_1,60.0,TIMECAP,-84.0,66.0,95.0,60,80,240,2744,2903,17.080000000000002,WT,15m
3586,CT,1,119.0,24794.25,50.2,14,TARGET_1,40.0,TARGET_2,80.0,88.0,20.0,40,80,190,3598,3611,17.66,CT,120m
3712,WT,1,119.0,24796.0,63.60000000000001,81,TARGET_1,60.0,TARGET_2,80.0,82.0,48.0,60,80,240,3713,3793,17.66,NT,120m
3835,CT,1,119.0,24794.25,50.2,18,TARGET_1,40.0,TARGET_2,80.0,84.0,3.0,40,80,190,3836,3853,17.66,CT,120m
4332,WT,-1,66.0,24879.75,63.60000000000001,67,TARGET_1,60.0,TARGET_2,80.0,85.0,78.0,60,80,240,4333,4399,17.86,NT,30m
5483,WT,1,211.0,24679.75,63.60000000000001,43,TARGET_1,60.0,TARGET_2,80.0,85.0,3.0,60,80,240,5484,5526,16.900000000000002,NT,15m
5798,WT,1,77.0,24698.5,63.60000000000001,41,TARGET_1,60.0,TARGET_2,80.0,80.0,20.0,60,80,240,5799,5839,16.900000000000002,NT,15m
6176,WT,1,9.0,24742.25,63.60000000000001,7,TARGET_1,60.0,TARGET_2,80.0,80.0,8.0,60,80,240,6177,6183,17.080000000000002,NT,15m
8540,WT,-1,80.0,24624.0,63.60000000000001,11,TARGET_1,60.0,TARGET_2,80.0,89.0,16.0,60,80,240,8541,8551,16.900000000000002,WT,15m
8581,WT,-1,80.0,24622.5,63.60000000000001,105,TARGET_1,60.0,TARGET_2,80.0,81.0,68.0,60,80,240,8582,8686,16.900000000000002,NT,15m
8912,WT,1,85.0,24637.75,63.60000000000001,5,TARGET_1,60.0,TARGET_2,80.0,91.0,48.0,60,80,240,8913,8917,18.8,NT,30m
11070,WT,-1,74.0,24746.25,63.60000000000001,14,TARGET_1,60.0,TARGET_2,80.0,85.0,1.0,60,80,240,11071,11084,17.66,WT,120m
12924,WT,-1,152.0,24831.5,56.0,160,TIMECAP,59.0,TIMECAP,59.0,59.0,67.0,60,80,240,12925,13084,16.900000000000002,WT,60m
15432,WT,1,116.0,24759.0,63.60000000000001,11,TARGET_1,60.0,TARGET_2,80.0,94.0,9.0,60,80,240,15433,15443,17.86,WT,30m
16818,WT,-1,52.0,25025.25,63.60000000000001,98,TARGET_1,60.0,TARGET_2,80.0,88.0,36.0,60,80,240,16819,16916,18.8,NT,30m
18652,WT,-1,45.0,25115.0,63.60000000000001,31,TARGET_1,60.0,TARGET_2,80.0,88.0,24.0,60,80,240,18653,18683,17.080000000000002,NT,15m
20538,WT,-1,86.0,25006.0,63.60000000000001,86,TARGET_1,60.0,TARGET_2,80.0,86.0,79.0,60,80,240,20539,20624,17.080000000000002,NT,15m
20818,WT,1,102.0,25095.25,63.60000000000001,51,TARGET_1,60.0,TARGET_2,80.0,83.0,199.0,60,80,240,20819,20869,17.86,WT,30m
21030,CT,1,55.0,25191.75,50.2,16,TARGET_1,40.0,TARGET_2,80.0,100.0,15.0,40,80,190,21031,21046,17.080000000000002,CT,15m
21527,WT,1,139.0,25144.25,63.60000000000001,37,TARGET_1,60.0,TARGET_2,80.0,91.0,52.0,60,80,240,21528,21564,17.080000000000002,WT,15m
21956,WT,1,60.0,25222.25,63.60000000000001,69,TARGET_1,60.0,TARGET_2,80.0,82.0,15.0,60,80,240,21957,22025,17.080000000000002,NT,15m
22367,WT,1,139.0,25145.25,63.60000000000001,61,TARGET_1,60.0,TARGET_2,80.0,86.0,91.0,60,80,240,22368,22428,17.66,NT,15m
24058,CT,-1,66.0,25049.75,50.2,11,TARGET_1,40.0,TARGET_2,80.0,84.0,31.0,40,80,190,24061,24071,17.080000000000002,CT,15m
24148,WT,-1,66.0,25047.25,63.60000000000001,15,TARGET_1,60.0,TARGET_2,80.0,97.0,14.0,60,80,240,24149,24163,19.87,WT,15m
24209,WT,1,49.0,25037.5,63.60000000000001,32,TARGET_1,60.0,TARGET_2,80.0,87.0,37.0,60,80,240,24210,24241,17.080000000000002,NT,15m
24263,WT,1,49.0,25034.5,63.60000000000001,61,TARGET_1,60.0,TARGET_2,80.0,86.0,17.0,60,80,240,24264,24324,16.900000000000002,NT,15m
24439,WT,1,236.0,25051.0,63.60000000000001,43,TARGET_1,60.0,TARGET_2,80.0,90.0,3.0,60,80,240,24440,24482,16.900000000000002,WT,120m
25689,WT,1,78.0,25251.5,63.60000000000001,34,TARGET_1,60.0,TARGET_2,80.0,81.0,5.0,60,80,240,25690,25723,18.8,NT,30m
25764,WT,1,25.0,25271.5,63.60000000000001,41,TARGET_1,60.0,TARGET_2,80.0,81.0,25.0,60,80,240,25765,25805,17.080000000000002,NT,15m
25902,CT,1,25.0,25265.75,50.2,21,TARGET_1,40.0,TARGET_2,80.0,83.0,0.0,40,80,190,25904,25924,19.87,CT,15m
26231,WT,1,75.0,25360.75,63.60000000000001,13,TARGET_1,60.0,TARGET_2,80.0,107.0,28.0,60,80,240,26232,26244,17.080000000000002,WT,15m
26496,WT,-1,77.0,25321.25,63.60000000000001,67,TARGET_1,60.0,TARGET_2,80.0,83.0,66.0,60,80,240,26497,26563,17.86,NT,30m
27252,CT,1,176.0,25215.5,50.2,28,TARGET_1,40.0,TARGET_2,80.0,81.0,71.0,40,80,190,27253,27280,19.380000000000003,CT,30m
27447,CT,-1,43.0,25264.5,50.2,28,TARGET_1,40.0,TARGET_2,80.0,91.0,1.0,40,80,190,27448,27475,17.080000000000002,CT,15m
31963,CT,1,171.0,24692.25,50.2,4,TARGET_1,40.0,TARGET_2,80.0,115.0,69.0,40,80,190,31964,31967,17.080000000000002,CT,15m
32110,WT,-1,38.0,24835.75,63.60000000000001,13,TARGET_1,60.0,TARGET_2,80.0,87.0,68.0,60,80,240,32111,32123,17.080000000000002,WT,15m
34904,WT,1,245.0,24657.0,63.60000000000001,4,TARGET_1,60.0,TARGET_2,80.0,82.0,54.0,60,80,240,34905,34908,17.080000000000002,NT,15m
36899,WT,-1,94.0,24906.75,63.60000000000001,59,TARGET_1,60.0,TARGET_2,80.0,88.0,81.0,60,80,240,36900,36958,19.11,NT,15m
37128,CT,1,203.0,24719.25,50.2,16,TARGET_1,40.0,TARGET_2,80.0,90.0,61.0,40,80,190,37129,37144,16.900000000000002,CT,60m
37298,CT,1,131.0,24715.75,50.2,32,TARGET_1,40.0,TARGET_2,80.0,85.0,74.0,40,80,190,37299,37330,17.66,CT,15m
37381,WT,-1,173.0,24774.0,63.60000000000001,5,TARGET_1,60.0,TARGET_2,80.0,127.0,32.0,60,80,240,37382,37386,17.080000000000002,WT,60m
39956,WT,1,209.0,24932.25,63.60000000000001,11,TARGET_1,60.0,TARGET_2,80.0,102.0,63.0,60,80,240,39957,39967,19.11,NT,60m
43234,WT,-1,141.0,24522.75,63.60000000000001,3,TARGET_1,60.0,TARGET_2,80.0,80.0,33.0,60,80,240,43235,43237,17.080000000000002,WT,15m
43305,WT,1,137.0,24514.5,63.60000000000001,5,TARGET_1,60.0,TARGET_2,80.0,115.0,31.0,60,80,240,43306,43310,17.86,WT,30m
45188,CT,1,297.0,24902.0,50.2,7,TARGET_1,40.0,TARGET_2,80.0,83.0,11.0,40,80,190,45189,45195,18.8,CT,30m
45239,WT,1,480.0,24945.5,63.60000000000001,10,TARGET_1,60.0,TARGET_2,80.0,83.0,14.0,60,80,240,45240,45249,17.080000000000002,WT,60m
45652,WT,1,109.0,25003.5,63.60000000000001,4,TARGET_1,60.0,TARGET_2,80.0,83.0,13.0,60,80,240,45653,45656,17.080000000000002,WT,15m
47052,WT,-1,85.0,25335.75,63.60000000000001,78,TARGET_1,60.0,TARGET_2,80.0,83.0,70.0,60,80,240,47053,47130,17.66,NT,15m
48598,WT,-1,105.0,25315.75,63.60000000000001,20,TARGET_1,60.0,TARGET_2,80.0,103.0,47.0,60,80,240,48599,48618,18.8,NT,30m
48851,WT,-1,105.0,25319.5,63.60000000000001,28,TARGET_1,60.0,TARGET_2,80.0,82.0,30.0,60,80,240,48852,48879,18.62,NT,30m
48933,WT,-1,105.0,25324.0,63.60000000000001,12,TARGET_1,60.0,TARGET_2,80.0,83.0,0.0,60,80,240,48934,48945,18.62,NT,30m
51860,CT,-1,142.0,25042.25,50.2,12,TARGET_1,40.0,TARGET_2,80.0,168.0,23.0,40,80,190,51862,51873,17.080000000000002,CT,15m
54581,WT,1,184.0,25477.25,63.60000000000001,9,TARGET_1,60.0,TARGET_2,80.0,84.0,19.0,60,80,240,54582,54590,18.62,NT,30m
54776,CT,1,184.0,25474.5,50.2,23,TARGET_1,40.0,TARGET_2,80.0,89.0,22.0,40,80,190,54777,54799,18.62,CT,30m
54961,WT,1,184.0,25476.75,63.60000000000001,34,TARGET_1,60.0,TARGET_2,80.0,80.0,80.0,60,80,240,54962,54995,16.900000000000002,WT,60m
55483,WT,1,68.0,25538.0,63.60000000000001,51,TARGET_1,60.0,TARGET_2,80.0,81.0,39.0,60,80,240,55484,55534,19.87,NT,15m
55746,WT,1,271.0,25499.75,63.60000000000001,16,TARGET_1,60.0,TARGET_2,80.0,88.0,9.0,60,80,240,55747,55762,18.62,NT,30m
55799,WT,1,46.0,25510.0,63.60000000000001,2,TARGET_1,60.0,TARGET_2,80.0,854.0,4.0,60,80,240,55800,55801,18.8,NT,30m
55994,WT,1,52.0,25796.75,63.60000000000001,40,TARGET_1,60.0,TARGET_2,80.0,85.0,113.0,60,80,240,55995,56034,17.080000000000002,WT,15m
56140,WT,1,88.0,25834.25,63.60000000000001,32,TARGET_1,60.0,TARGET_2,80.0,91.0,81.0,60,80,240,56141,56172,17.86,NT,30m
56350,WT,1,151.0,25835.25,63.60000000000001,31,TARGET_1,60.0,TARGET_2,80.0,84.0,13.0,60,80,240,56351,56381,17.86,NT,30m
56480,CT,1,151.0,25833.0,50.2,42,TARGET_1,40.0,TARGET_2,80.0,94.0,40.0,40,80,190,56481,56522,21.590000000000003,CT,30m
56950,WT,1,41.0,25900.75,63.60000000000001,54,TARGET_1,60.0,TARGET_2,80.0,82.0,39.0,60,80,240,56951,57004,21.590000000000003,NT,30m
58022,WT,1,112.0,26058.25,-13.29,160,TARGET_1,60.0,TIMECAP,-153.0,73.0,176.0,60,80,240,58023,58182,18.62,WT,30m
58321,WT,1,32.0,26015.25,63.60000000000001,8,TARGET_1,60.0,TARGET_2,80.0,82.0,37.0,60,80,240,58322,58329,21.590000000000003,NT,30m
58642,WT,1,60.0,26118.75,63.60000000000001,9,TARGET_1,60.0,TARGET_2,80.0,81.0,11.0,60,80,240,58643,58651,17.080000000000002,NT,15m
59101,CT,-1,198.0,26183.25,50.2,12,TARGET_1,40.0,TARGET_2,80.0,83.0,18.0,40,80,190,59102,59113,17.080000000000002,CT,60m
61585,WT,1,63.0,26369.75,63.60000000000001,4,TARGET_1,60.0,TARGET_2,80.0,85.0,35.0,60,80,240,61586,61589,17.080000000000002,WT,15m
61779,CT,-1,488.0,26278.25,50.2,5,TARGET_1,40.0,TARGET_2,80.0,90.0,29.0,40,80,190,61780,61784,19.87,CT,120m
61817,WT,-1,488.0,26272.0,63.60000000000001,14,TARGET_1,60.0,TARGET_2,80.0,105.0,77.0,60,80,240,61818,61831,16.900000000000002,WT,120m
65590,CT,1,298.0,25926.25,50.2,32,TARGET_1,40.0,TARGET_2,80.0,89.0,82.0,40,80,190,65591,65622,19.380000000000003,CT,30m
66031,WT,1,465.0,26007.5,63.60000000000001,29,TARGET_1,60.0,TARGET_2,80.0,86.0,45.0,60,80,240,66032,66060,17.080000000000002,NT,90m
66315,CT,1,465.0,26003.75,50.2,99,TARGET_1,40.0,TARGET_2,80.0,118.0,147.0,40,80,190,66327,66425,19.87,CT,90m
67770,WT,-1,468.0,26146.0,63.60000000000001,121,TARGET_1,60.0,TARGET_2,80.0,80.0,81.0,60,80,240,67771,67891,16.900000000000002,WT,120m
72929,CT,-1,63.0,25858.25,50.2,145,TARGET_1,40.0,TARGET_2,80.0,81.0,87.0,40,80,190,72948,73092,17.080000000000002,CT,15m
75807,WT,1,222.0,25366.75,63.60000000000001,7,TARGET_1,60.0,TARGET_2,80.0,87.0,16.0,60,80,240,75808,75814,17.080000000000002,NT,15m
76365,WT,1,97.0,25314.75,63.60000000000001,19,TARGET_1,60.0,TARGET_2,80.0,84.0,171.0,60,80,240,76366,76384,17.080000000000002,WT,15m
79221,WT,1,359.0,25110.75,63.60000000000001,10,TARGET_1,60.0,TARGET_2,80.0,99.0,54.0,60,80,240,79222,79231,17.86,NT,30m
79607,WT,1,56.0,25477.0,63.60000000000001,7,TARGET_1,60.0,TARGET_2,80.0,83.0,36.0,60,80,240,79608,79614,18.8,WT,30m
83902,WT,1,172.0,25669.5,63.60000000000001,46,TARGET_1,60.0,TARGET_2,80.0,92.0,160.0,60,80,240,83903,83948,16.900000000000002,WT,60m
84220,WT,-1,99.0,25769.25,63.60000000000001,82,TARGET_1,60.0,TARGET_2,80.0,82.0,173.0,60,80,240,84221,84302,17.86,WT,30m
85188,WT,1,241.0,25557.75,63.60000000000001,7,TARGET_1,60.0,TARGET_2,80.0,81.0,17.0,60,80,240,85189,85195,17.080000000000002,NT,15m
89304,WT,-1,114.0,25136.25,63.60000000000001,47,TARGET_1,60.0,TARGET_2,80.0,83.0,123.0,60,80,240,89305,89351,17.66,WT,15m
92391,WT,-1,208.0,25239.5,63.60000000000001,15,TARGET_1,60.0,TARGET_2,80.0,89.0,47.0,60,80,240,92392,92406,16.900000000000002,NT,60m
94404,WT,-1,380.0,25158.25,63.60000000000001,88,TARGET_1,60.0,TARGET_2,80.0,83.0,171.0,60,80,240,94405,94492,16.900000000000002,WT,15m
94511,CT,-1,380.0,25160.25,50.2,2,TARGET_1,40.0,TARGET_2,80.0,82.0,2.0,40,80,190,94512,94513,16.900000000000002,CT,15m
94552,WT,-1,380.0,25162.25,63.60000000000001,6,TARGET_1,60.0,TARGET_2,80.0,97.0,10.0,60,80,240,94553,94558,16.900000000000002,NT,15m
96141,CT,-1,164.0,24822.25,50.2,1,TARGET_1,40.0,TARGET_2,80.0,128.0,0.0,40,80,190,96142,96142,18.8,CT,30m
96170,WT,-1,164.0,24811.25,63.60000000000001,9,TARGET_1,60.0,TARGET_2,80.0,89.0,74.0,60,80,240,96171,96179,20.83,NT,30m
99103,WT,1,679.0,24550.0,63.60000000000001,31,TARGET_1,60.0,TARGET_2,80.0,80.0,101.0,60,80,240,99104,99134,19.380000000000003,WT,30m
101989,WT,1,802.0,24711.75,63.60000000000001,17,TARGET_1,60.0,TARGET_2,80.0,110.0,144.0,60,80,240,101990,102006,19.87,NT,120m
102014,WT,1,802.0,24717.25,63.60000000000001,13,TARGET_1,60.0,TARGET_2,80.0,127.0,87.0,60,80,240,102015,102027,16.900000000000002,NT,120m
105356,CT,1,265.0,24207.5,50.2,1,TARGET_1,40.0,TARGET_2,80.0,90.0,8.0,40,80,190,105357,105357,17.66,CT,60m
105441,WT,1,297.0,24290.0,63.60000000000001,6,TARGET_1,60.0,TARGET_2,80.0,101.0,124.0,60,80,240,105442,105447,17.080000000000002,WT,15m
105585,WT,1,341.0,24342.75,63.60000000000001,2,TARGET_1,60.0,TARGET_2,80.0,81.0,66.0,60,80,240,105586,105587,17.080000000000002,WT,15m
108191,WT,1,472.0,24056.5,-243.0,8,STOP,-240.0,STOP,-240.0,22.0,260.0,60,80,240,108192,108199,18.8,WT,30m
109690,WT,1,57.0,24330.75,63.60000000000001,3,TARGET_1,60.0,TARGET_2,80.0,83.0,6.0,60,80,240,109691,109693,17.080000000000002,NT,15m
111127,CT,-1,104.0,24865.0,50.2,5,TARGET_1,40.0,TARGET_2,80.0,82.0,14.0,40,80,190,111129,111133,17.080000000000002,CT,15m
114557,WT,1,17.0,25065.25,63.60000000000001,3,TARGET_1,60.0,TARGET_2,80.0,97.0,16.0,60,80,240,114558,114560,17.080000000000002,NT,15m
116085,WT,1,232.0,25338.75,63.60000000000001,8,TARGET_1,60.0,TARGET_2,80.0,85.0,24.0,60,80,240,116086,116093,17.080000000000002,WT,15m
116162,WT,-1,121.0,25327.5,63.60000000000001,9,TARGET_1,60.0,TARGET_2,80.0,103.0,12.0,60,80,240,116163,116171,17.080000000000002,NT,15m
116191,WT,-1,121.0,25330.75,63.60000000000001,14,TARGET_1,60.0,TARGET_2,80.0,83.0,47.0,60,80,240,116192,116205,16.900000000000002,WT,15m
116228,WT,-1,121.0,25324.25,4.200000000000003,160,TARGET_1,60.0,TIMECAP,-100.0,66.0,146.0,60,80,240,116229,116388,16.900000000000002,NT,15m
116690,WT,1,76.0,25319.0,63.60000000000001,108,TARGET_1,60.0,TARGET_2,80.0,93.0,133.0,60,80,240,116691,116798,17.86,NT,30m
116835,WT,1,66.0,25350.75,63.60000000000001,3,TARGET_1,60.0,TARGET_2,80.0,105.0,12.0,60,80,240,116836,116838,17.86,WT,30m
117085,CT,1,211.0,25382.5,50.2,23,TARGET_1,40.0,TARGET_2,80.0,82.0,60.0,40,80,190,117086,117108,19.87,CT,90m
117128,WT,1,211.0,25382.25,63.60000000000001,3,TARGET_1,60.0,TARGET_2,80.0,99.0,1.0,60,80,240,117129,117131,16.900000000000002,WT,90m
117888,WT,1,231.0,25255.75,63.60000000000001,22,TARGET_1,60.0,TARGET_2,80.0,83.0,66.0,60,80,240,117889,117910,16.900000000000002,WT,90m
118447,CT,1,350.0,25295.5,50.2,23,TARGET_1,40.0,TARGET_2,80.0,84.0,112.0,40,80,190,118448,118470,21.590000000000003,CT,30m
118662,CT,1,393.0,25364.5,50.2,68,TARGET_1,40.0,TARGET_2,80.0,82.0,168.0,40,80,190,118664,118731,18.62,CT,30m
118914,CT,-1,138.0,25444.75,-38.900000000000006,66,TARGET_1,40.0,STOP,-190.0,65.0,196.0,40,80,190,118915,118980,17.66,CT,15m
119044,WT,-1,254.0,25482.0,63.60000000000001,15,TARGET_1,60.0,TARGET_2,80.0,103.0,9.0,60,80,240,119045,119059,19.380000000000003,NT,30m
119110,WT,-1,254.0,25480.75,63.60000000000001,27,TARGET_1,60.0,TARGET_2,80.0,92.0,48.0,60,80,240,119111,119137,19.380000000000003,NT,30m
121608,WT,1,431.0,25607.0,63.60000000000001,8,TARGET_1,60.0,TARGET_2,80.0,92.0,32.0,60,80,240,121609,121616,17.080000000000002,NT,90m
121767,WT,1,431.0,25605.5,63.60000000000001,107,TARGET_1,60.0,TARGET_2,80.0,93.0,76.0,60,80,240,121768,121874,16.900000000000002,NT,90m
123645,WT,-1,44.0,25673.75,63.60000000000001,71,TARGET_1,60.0,TARGET_2,80.0,84.0,46.0,60,80,240,123646,123716,17.66,NT,15m
123718,CT,1,42.0,25648.25,-1.2800000000000011,160,TARGET_1,40.0,TIMECAP,-76.0,71.0,140.0,40,80,190,123719,123878,16.900000000000002,CT,15m
127183,CT,1,187.0,25696.75,50.2,75,TARGET_1,40.0,TARGET_2,80.0,95.0,128.0,40,80,190,127185,127259,16.900000000000002,CT,15m
127419,CT,1,119.0,25728.5,8.29,160,TARGET_1,40.0,TIMECAP,-47.0,61.0,104.0,40,80,190,127421,127580,16.900000000000002,CT,15m
131087,WT,-1,112.0,25705.5,63.60000000000001,112,TARGET_1,60.0,TARGET_2,80.0,87.0,66.0,60,80,240,131088,131199,19.11,WT,90m
135591,WT,-1,99.0,25699.25,63.60000000000001,50,TARGET_1,60.0,TARGET_2,80.0,85.0,36.0,60,80,240,135592,135641,17.080000000000002,NT,15m
137875,WT,-1,330.0,25296.75,-243.0,16,STOP,-240.0,STOP,-240.0,15.0,242.0,60,80,240,137876,137891,17.66,NT,15m
137960,CT,-1,330.0,25320.75,50.2,59,TARGET_1,40.0,TARGET_2,80.0,82.0,95.0,40,80,190,137961,138019,17.66,CT,15m
138377,CT,1,201.0,25184.5,50.2,45,TARGET_1,40.0,TARGET_2,80.0,81.0,156.0,40,80,190,138378,138422,16.900000000000002,CT,15m
138448,WT,1,201.0,25190.0,63.60000000000001,37,TARGET_1,60.0,TARGET_2,80.0,82.0,79.0,60,80,240,138449,138485,16.900000000000002,WT,15m
138595,WT,1,258.0,25211.0,63.60000000000001,26,TARGET_1,60.0,TARGET_2,80.0,116.0,46.0,60,80,240,138596,138621,18.8,NT,30m
