trade_id,seg_model_group,period,datetime,direction,F10_PriorPenetration,F04_CascadeState,F01_Timeframe,F21_ZoneAge,acal_score,acal_threshold,score_margin,trend_label,SBB_label,entry_price,exit_price,exit_type,pnl_ticks,bars_held,mfe_ticks,mae_ticks
104,seg1_ModeA,P2b,2026-01-28 07:48:57,SHORT,27.0,PRIOR_BROKE,30m,33,17.86,16.66,1.1999999999999993,CT,NORMAL,26299.25,26284.25,TARGET,57.0,1,67.0,2.0
105,seg1_ModeA,P2b,2026-01-29 06:58:30,SHORT,68.0,PRIOR_BROKE,30m,26,17.86,16.66,1.1999999999999993,CT,NORMAL,26206.0,26191.0,TARGET,57.0,11,70.0,63.0
106,seg1_ModeA,P2b,2026-01-29 18:33:51,SHORT,152.0,PRIOR_HELD,60m,31,19.11,16.66,2.4499999999999993,CT,NORMAL,25990.0,25975.0,TARGET,57.0,8,76.0,120.0
107,seg1_ModeA,P2b,2026-01-29 19:33:20,SHORT,152.0,PRIOR_HELD,60m,70,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25971.5,25956.5,TARGET,57.0,4,109.0,89.0
108,seg1_ModeA,P2b,2026-01-30 10:46:43,SHORT,46.0,NO_PRIOR,15m,1136,17.66,16.66,1.0,WT,NORMAL,25919.0,25904.0,TARGET,57.0,17,61.0,60.0
109,seg1_ModeA,P2b,2026-01-30 13:58:59,SHORT,93.0,PRIOR_HELD,30m,341,18.62,16.66,1.9600000000000009,WT,NORMAL,25755.5,25740.5,TARGET,57.0,8,66.0,65.0
110,seg1_ModeA,P2b,2026-01-30 14:02:14,SHORT,93.0,PRIOR_HELD,30m,363,18.62,16.66,1.9600000000000009,WT,NORMAL,25755.5,25740.5,TARGET,57.0,6,82.0,29.0
111,seg1_ModeA,P2b,2026-01-30 14:12:10,SHORT,93.0,PRIOR_HELD,30m,405,18.62,16.66,1.9600000000000009,WT,NORMAL,25760.0,25745.0,TARGET,57.0,2,77.0,14.0
112,seg1_ModeA,P2b,2026-01-30 14:21:49,SHORT,21.0,PRIOR_HELD,30m,442,18.62,16.66,1.9600000000000009,WT,NORMAL,25754.5,25739.5,TARGET,57.0,6,80.0,26.0
113,seg1_ModeA,P2b,2026-01-30 15:59:01,SHORT,142.0,PRIOR_HELD,60m,298,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25668.0,25653.0,TARGET,57.0,71,101.0,156.0
114,seg1_ModeA,P2b,2026-02-03 14:25:50,LONG,220.0,PRIOR_HELD,15m,101,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25293.75,25308.75,TARGET,57.0,14,81.0,61.0
115,seg1_ModeA,P2b,2026-02-03 14:29:46,LONG,220.0,PRIOR_HELD,15m,123,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25295.75,25310.75,TARGET,57.0,5,95.0,36.0
116,seg1_ModeA,P2b,2026-02-03 14:32:45,LONG,220.0,PRIOR_HELD,15m,145,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25281.5,25296.5,TARGET,57.0,3,62.0,4.0
117,seg1_ModeA,P2b,2026-02-03 14:38:45,LONG,220.0,PRIOR_HELD,15m,167,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25290.0,25242.5,STOP,-193.0,43,35.0,205.0
118,seg1_ModeA,P2b,2026-02-03 15:15:18,LONG,99.0,PRIOR_HELD,15m,85,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25284.0,25299.0,TARGET,57.0,3,71.0,0.0
119,seg1_ModeA,P2b,2026-02-03 15:20:52,LONG,32.0,PRIOR_HELD,15m,107,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25295.5,25310.5,TARGET,57.0,8,76.0,19.0
120,seg1_ModeA,P2b,2026-02-03 21:52:29,LONG,203.0,PRIOR_BROKE,30m,44,17.86,16.66,1.1999999999999993,CT,NORMAL,25411.75,25426.75,TARGET,57.0,5,85.0,49.0
121,seg1_ModeA,P2b,2026-02-04 13:32:37,LONG,160.0,PRIOR_HELD,15m,54,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,24871.5,24886.5,TARGET,57.0,14,101.0,77.0
122,seg1_ModeA,P2b,2026-02-04 13:38:12,LONG,160.0,PRIOR_HELD,15m,80,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,24879.5,24894.5,TARGET,57.0,7,66.0,46.0
123,seg1_ModeA,P2b,2026-02-04 13:45:18,LONG,160.0,PRIOR_HELD,15m,110,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,24875.5,24890.5,TARGET,57.0,5,66.0,25.0
124,seg1_ModeA,P2b,2026-02-04 13:53:37,LONG,160.0,PRIOR_HELD,15m,142,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,24870.75,24885.75,TARGET,57.0,2,99.0,2.0
125,seg1_ModeA,P2b,2026-02-04 16:02:56,LONG,190.0,PRIOR_HELD,15m,459,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,24930.5,24883.0,STOP,-193.0,9,42.0,196.0
126,seg1_ModeA,P2b,2026-02-09 16:10:01,SHORT,126.0,PRIOR_HELD,15m,95,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25359.0,25344.0,TARGET,57.0,33,62.0,146.0
127,seg1_ModeA,P2b,2026-02-10 10:58:31,SHORT,31.0,PRIOR_HELD,30m,52,18.62,16.66,1.9600000000000009,CT,NORMAL,25391.0,25376.0,TARGET,57.0,5,65.0,21.0
128,seg1_ModeA,P2b,2026-02-10 11:17:28,SHORT,31.0,NO_PRIOR,30m,114,21.590000000000003,16.66,4.930000000000003,CT,NORMAL,25389.75,25374.75,TARGET,57.0,10,72.0,20.0
129,seg1_ModeA,P2b,2026-02-10 12:27:53,SHORT,91.0,PRIOR_HELD,15m,206,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25368.25,25353.25,TARGET,57.0,15,61.0,42.0
130,seg1_ModeA,P2b,2026-02-10 12:41:21,SHORT,91.0,PRIOR_HELD,15m,229,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25370.25,25355.25,TARGET,57.0,47,79.0,110.0
131,seg1_ModeA,P2b,2026-02-12 15:37:36,SHORT,183.0,PRIOR_HELD,120m,252,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,24819.0,24804.0,TARGET,57.0,8,64.0,12.0
132,seg1_ModeA,P2b,2026-02-12 16:30:01,SHORT,183.0,PRIOR_HELD,120m,505,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,24821.5,24806.5,TARGET,57.0,28,95.0,90.0
133,seg1_ModeA,P2b,2026-02-12 20:05:51,SHORT,180.0,PRIOR_HELD,30m,35,20.83,16.66,4.169999999999998,CT,NORMAL,24787.5,24772.5,TARGET,57.0,20,64.0,130.0
134,seg1_ModeA,P2b,2026-02-13 10:21:43,LONG,100.0,PRIOR_BROKE,30m,49,17.86,16.66,1.1999999999999993,CT,NORMAL,24743.75,24758.75,TARGET,57.0,3,80.0,21.0
135,seg1_ModeA,P2b,2026-02-18 09:48:15,LONG,161.0,PRIOR_BROKE,30m,33,17.86,16.66,1.1999999999999993,CT,NORMAL,24833.0,24848.0,TARGET,57.0,40,84.0,164.0
136,seg1_ModeA,P2b,2026-02-20 13:50:11,SHORT,119.0,PRIOR_HELD,15m,522,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25074.25,25059.25,TARGET,57.0,2,77.0,0.0
137,seg1_ModeA,P2b,2026-02-20 14:08:34,SHORT,105.0,NO_PRIOR,15m,581,19.87,16.66,3.210000000000001,WT,NORMAL,25090.0,25075.0,TARGET,57.0,5,76.0,13.0
138,seg1_ModeA,P2b,2026-02-20 14:54:18,LONG,80.0,PRIOR_HELD,30m,184,18.62,16.66,1.9600000000000009,CT,NORMAL,25036.5,25051.5,TARGET,57.0,20,62.0,82.0
139,seg1_ModeA,P2b,2026-02-24 14:11:02,LONG,107.0,NO_PRIOR,15m,320,19.87,16.66,3.210000000000001,CT,NORMAL,25013.5,25028.5,TARGET,57.0,62,68.0,100.0
140,seg1_ModeA,P2b,2026-02-24 15:05:37,LONG,93.0,PRIOR_HELD,15m,442,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25014.25,25029.25,TARGET,57.0,94,65.0,78.0
141,seg1_ModeA,P2b,2026-02-25 09:16:18,LONG,72.0,PRIOR_HELD,30m,27,20.83,16.66,4.169999999999998,WT,NORMAL,25150.0,25165.0,TARGET,57.0,30,73.0,81.0
142,seg1_ModeA,P2b,2026-02-26 15:32:17,SHORT,165.0,PRIOR_HELD,30m,41,20.83,16.66,4.169999999999998,WT,NORMAL,25051.5,25083.5,TIMECAP,-131.0,120,45.0,138.0
143,seg1_ModeA,P2b,2026-02-26 16:51:59,SHORT,165.0,NO_PRIOR,30m,226,21.590000000000003,16.66,4.930000000000003,CT,NORMAL,25049.25,25034.25,TARGET,57.0,3,70.0,0.0
144,seg1_ModeA,P2b,2026-02-26 19:43:23,LONG,48.0,PRIOR_HELD,60m,504,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,24975.25,24990.25,TARGET,57.0,7,83.0,82.0
145,seg1_ModeA,P2b,2026-02-27 10:11:30,SHORT,197.0,NO_PRIOR,60m,587,19.87,16.66,3.210000000000001,WT,NORMAL,24984.0,24969.0,TARGET,57.0,15,60.0,38.0
146,seg1_ModeA,P2b,2026-02-27 10:24:39,SHORT,197.0,NO_PRIOR,60m,658,19.87,16.66,3.210000000000001,WT,NORMAL,24989.0,24974.0,TARGET,57.0,4,64.0,34.0
147,seg1_ModeA,P2b,2026-02-27 10:37:14,SHORT,197.0,NO_PRIOR,60m,712,19.87,16.66,3.210000000000001,WT,NORMAL,24988.75,24973.75,TARGET,57.0,4,66.0,25.0
148,seg1_ModeA,P2b,2026-02-27 10:43:11,SHORT,197.0,PRIOR_HELD,60m,734,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,24985.0,24970.0,TARGET,57.0,39,66.0,129.0
149,seg1_ModeA,P2b,2026-03-02 06:16:02,LONG,174.0,PRIOR_HELD,15m,35,19.11,16.66,2.4499999999999993,WT,NORMAL,24642.0,24657.0,TARGET,57.0,2,83.0,28.0
150,seg2_ModeA,P2a,2025-12-15 03:34:02,SHORT,554.0,NO_PRIOR,15m,38,17.080000000000002,16.66,0.4200000000000017,WT,NORMAL,25519.75,25567.25,STOP,-193.0,9,9.0,198.0
151,seg2_ModeA,P2a,2025-12-15 14:58:35,SHORT,38.0,PRIOR_HELD,15m,177,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25398.75,25383.75,TARGET,57.0,5,85.0,25.0
152,seg2_ModeA,P2a,2025-12-17 18:14:55,LONG,215.0,PRIOR_HELD,30m,53,18.62,16.66,1.9600000000000009,CT,NORMAL,24963.5,24916.0,STOP,-193.0,16,56.0,223.0
153,seg2_ModeA,P2a,2025-12-18 12:58:54,SHORT,197.0,PRIOR_HELD,30m,263,18.62,16.66,1.9600000000000009,WT,NORMAL,25350.0,25335.0,TARGET,57.0,12,81.0,27.0
154,seg2_ModeA,P2a,2025-12-18 13:09:04,SHORT,197.0,PRIOR_HELD,30m,301,18.62,16.66,1.9600000000000009,WT,NORMAL,25346.25,25393.75,STOP,-193.0,77,28.0,198.0
155,seg2_ModeA,P2a,2025-12-18 13:49:31,SHORT,197.0,PRIOR_HELD,30m,418,18.62,16.66,1.9600000000000009,CT,NORMAL,25349.5,25334.5,TARGET,57.0,18,65.0,72.0
156,seg2_ModeA,P2a,2025-12-18 15:35:00,SHORT,153.0,NO_PRIOR,60m,964,17.66,16.66,1.0,WT,NORMAL,25321.0,25306.0,TARGET,57.0,11,67.0,24.0
157,seg2_ModeA,P2a,2025-12-19 08:32:04,LONG,96.0,PRIOR_HELD,90m,153,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25305.75,25320.75,TARGET,57.0,6,92.0,54.0
158,seg2_ModeA,P2a,2025-12-19 11:55:58,LONG,57.0,PRIOR_HELD,30m,141,18.62,16.66,1.9600000000000009,CT,NORMAL,25510.75,25525.75,TARGET,57.0,16,83.0,35.0
159,seg2_ModeA,P2a,2025-12-22 11:50:44,SHORT,131.0,PRIOR_HELD,15m,27,19.11,16.66,2.4499999999999993,WT,NORMAL,25704.0,25689.0,TARGET,57.0,99,66.0,59.0
160,seg2_ModeA,P2a,2025-12-22 14:24:05,LONG,149.0,NO_PRIOR,15m,73,19.87,16.66,3.210000000000001,WT,NORMAL,25694.75,25709.75,TARGET,57.0,15,62.0,19.0
161,seg2_ModeA,P2a,2025-12-22 14:57:24,LONG,149.0,PRIOR_HELD,15m,121,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25692.25,25691.5,TIMECAP,-6.0,120,45.0,52.0
162,seg2_ModeA,P2a,2025-12-24 12:59:37,LONG,96.0,PRIOR_BROKE,30m,33,17.86,16.66,1.1999999999999993,WT,SBB,25880.25,25895.25,TARGET,57.0,33,68.0,111.0
163,seg2_ModeA,P2a,2025-12-26 12:30:49,SHORT,70.0,NO_PRIOR,15m,145,19.87,16.66,3.210000000000001,WT,NORMAL,25878.75,25863.75,TARGET,57.0,9,65.0,8.0
164,seg2_ModeA,P2a,2025-12-26 13:06:12,SHORT,70.0,PRIOR_HELD,15m,189,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25881.5,25866.5,TARGET,57.0,11,66.0,2.0
165,seg2_ModeA,P2a,2026-01-02 15:55:00,LONG,56.0,PRIOR_HELD,120m,219,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25377.75,25392.75,TARGET,57.0,27,72.0,63.0
166,seg2_ModeA,P2a,2026-01-04 21:37:37,LONG,15.0,PRIOR_BROKE,30m,35,17.86,16.66,1.1999999999999993,CT,NORMAL,25460.0,25475.0,TARGET,57.0,3,80.0,31.0
167,seg2_ModeA,P2a,2026-01-05 01:30:33,LONG,60.0,PRIOR_BROKE,30m,36,17.86,16.66,1.1999999999999993,WT,NORMAL,25478.0,25493.0,TARGET,57.0,4,72.0,37.0
168,seg2_ModeA,P2a,2026-01-05 09:39:04,LONG,119.0,PRIOR_HELD,60m,222,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25571.0,25586.0,TARGET,57.0,12,66.0,40.0
169,seg2_ModeA,P2a,2026-01-05 09:41:47,LONG,119.0,PRIOR_HELD,90m,226,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25570.25,25585.25,TARGET,57.0,3,75.0,24.0
170,seg2_ModeA,P2a,2026-01-05 09:42:47,LONG,94.0,PRIOR_HELD,30m,252,18.62,16.66,1.9600000000000009,CT,NORMAL,25567.5,25582.5,TARGET,57.0,5,84.0,29.0
171,seg2_ModeA,P2a,2026-01-05 09:49:03,LONG,75.0,NO_PRIOR,60m,334,19.87,16.66,3.210000000000001,CT,NORMAL,25573.75,25588.75,TARGET,57.0,9,77.0,56.0
172,seg2_ModeA,P2a,2026-01-05 09:57:18,LONG,75.0,NO_PRIOR,60m,398,19.87,16.66,3.210000000000001,CT,NORMAL,25572.75,25587.75,TARGET,57.0,3,79.0,20.0
173,seg2_ModeA,P2a,2026-01-07 09:05:21,LONG,22.0,PRIOR_BROKE,30m,31,17.86,16.66,1.1999999999999993,CT,NORMAL,25767.25,25782.25,TARGET,57.0,10,63.0,23.0
174,seg2_ModeA,P2a,2026-01-07 20:22:10,SHORT,55.0,PRIOR_BROKE,30m,35,17.86,16.66,1.1999999999999993,WT,NORMAL,25829.75,25814.75,TARGET,57.0,16,82.0,43.0
175,seg2_ModeA,P2a,2026-01-13 13:59:08,LONG,154.0,PRIOR_HELD,15m,728,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25840.5,25855.5,TARGET,57.0,54,74.0,77.0
176,seg2_ModeA,P2a,2026-01-13 14:17:25,LONG,154.0,NO_PRIOR,15m,790,19.87,16.66,3.210000000000001,WT,NORMAL,25842.0,25857.0,TARGET,57.0,8,62.0,16.0
177,seg2_ModeA,P2a,2026-01-13 14:26:24,LONG,154.0,PRIOR_HELD,15m,819,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25843.0,25858.0,TARGET,57.0,3,60.0,11.0
178,seg2_ModeA,P2a,2026-01-13 15:10:59,LONG,154.0,NO_PRIOR,15m,926,17.66,16.66,1.0,CT,NORMAL,25843.5,25858.5,TARGET,57.0,95,61.0,161.0
179,seg2_ModeA,P2a,2026-01-14 13:36:09,LONG,57.0,NO_PRIOR,15m,15319,17.66,16.66,1.0,CT,NORMAL,25434.75,25449.75,TARGET,57.0,20,66.0,56.0
180,seg2_ModeA,P2a,2026-01-14 14:04:15,LONG,148.0,PRIOR_HELD,15m,50,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25497.0,25512.0,TARGET,57.0,35,72.0,44.0
181,seg2_ModeA,P2a,2026-01-14 14:56:10,LONG,148.0,NO_PRIOR,15m,162,19.87,16.66,3.210000000000001,CT,NORMAL,25502.75,25517.75,TARGET,57.0,31,75.0,169.0
182,seg2_ModeA,P2a,2026-01-15 09:54:35,SHORT,151.0,PRIOR_HELD,30m,92,18.62,16.66,1.9600000000000009,WT,NORMAL,25899.25,25884.25,TARGET,57.0,22,81.0,75.0
183,seg2_ModeA,P2a,2026-01-15 11:12:51,SHORT,151.0,PRIOR_HELD,60m,431,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25899.75,25884.75,TARGET,57.0,76,61.0,129.0
184,seg2_ModeA,P2a,2026-01-15 11:49:23,SHORT,52.0,PRIOR_HELD,15m,602,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25923.25,25908.25,TARGET,57.0,22,65.0,56.0
185,seg2_ModeA,P2a,2026-01-15 11:58:09,SHORT,52.0,PRIOR_HELD,15m,636,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25922.0,25907.0,TARGET,57.0,43,62.0,64.0
186,seg2_ModeA,P2a,2026-01-15 15:39:25,LONG,67.0,NO_PRIOR,30m,1949,19.380000000000003,16.66,2.7200000000000024,CT,NORMAL,25694.0,25709.0,TARGET,57.0,7,67.0,28.0
187,seg2_ModeA,P2a,2026-01-16 09:01:16,SHORT,217.0,PRIOR_BROKE,30m,42,17.86,16.66,1.1999999999999993,WT,SBB,25834.25,25881.75,STOP,-193.0,85,45.0,192.0
188,seg2_ModeA,P2a,2026-01-20 15:59:52,LONG,103.0,PRIOR_HELD,15m,86,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25131.25,25146.25,TARGET,57.0,25,63.0,16.0
189,seg2_ModeA,P2a,2026-01-20 16:33:16,LONG,103.0,PRIOR_HELD,15m,164,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25130.0,25145.0,TARGET,57.0,14,63.0,30.0
190,seg2_ModeA,P2a,2026-01-22 07:23:34,SHORT,204.0,PRIOR_HELD,15m,28,19.11,16.66,2.4499999999999993,CT,NORMAL,25687.0,25672.0,TARGET,57.0,3,62.0,15.0
191,seg2_ModeA,P2a,2026-01-22 08:13:38,SHORT,210.0,PRIOR_BROKE,30m,49,17.86,16.66,1.1999999999999993,WT,NORMAL,25680.5,25728.0,STOP,-193.0,33,9.0,197.0
192,seg2_ModeA,P2a,2026-01-22 12:08:26,SHORT,129.0,NO_PRIOR,90m,496,19.87,16.66,3.210000000000001,WT,NORMAL,25688.5,25673.5,TARGET,57.0,19,60.0,22.0
193,seg2_ModeA,P2a,2026-01-22 12:15:03,SHORT,129.0,PRIOR_HELD,90m,519,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25689.0,25674.0,TARGET,57.0,6,66.0,14.0
194,seg2_ModeA,P2a,2026-01-22 12:30:38,SHORT,129.0,PRIOR_HELD,90m,560,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25691.5,25694.75,TIMECAP,-16.0,120,48.0,128.0
195,seg2_ModeA,P2b,2026-01-28 07:48:57,SHORT,27.0,PRIOR_BROKE,30m,33,17.86,16.66,1.1999999999999993,CT,NORMAL,26299.25,26284.25,TARGET,57.0,1,67.0,2.0
196,seg2_ModeA,P2b,2026-01-29 06:58:30,SHORT,68.0,PRIOR_BROKE,30m,26,17.86,16.66,1.1999999999999993,CT,NORMAL,26206.0,26191.0,TARGET,57.0,11,70.0,63.0
197,seg2_ModeA,P2b,2026-01-29 18:33:51,SHORT,152.0,PRIOR_HELD,60m,31,19.11,16.66,2.4499999999999993,CT,NORMAL,25990.0,25975.0,TARGET,57.0,8,76.0,120.0
198,seg2_ModeA,P2b,2026-01-29 19:33:20,SHORT,152.0,PRIOR_HELD,60m,70,16.900000000000002,16.66,0.240000000000002,WT,NORMAL,25971.5,25956.5,TARGET,57.0,4,109.0,89.0
199,seg2_ModeA,P2b,2026-01-30 10:46:43,SHORT,46.0,NO_PRIOR,15m,1136,17.66,16.66,1.0,WT,NORMAL,25919.0,25904.0,TARGET,57.0,17,61.0,60.0
200,seg2_ModeA,P2b,2026-01-30 13:58:59,SHORT,93.0,PRIOR_HELD,30m,341,18.62,16.66,1.9600000000000009,WT,NORMAL,25755.5,25740.5,TARGET,57.0,8,66.0,65.0
201,seg2_ModeA,P2b,2026-01-30 14:02:14,SHORT,93.0,PRIOR_HELD,30m,363,18.62,16.66,1.9600000000000009,WT,NORMAL,25755.5,25740.5,TARGET,57.0,6,82.0,29.0
202,seg2_ModeA,P2b,2026-01-30 14:12:10,SHORT,93.0,PRIOR_HELD,30m,405,18.62,16.66,1.9600000000000009,WT,NORMAL,25760.0,25745.0,TARGET,57.0,2,77.0,14.0
203,seg2_ModeA,P2b,2026-01-30 14:21:49,SHORT,21.0,PRIOR_HELD,30m,442,18.62,16.66,1.9600000000000009,WT,NORMAL,25754.5,25739.5,TARGET,57.0,6,80.0,26.0
204,seg2_ModeA,P2b,2026-01-30 15:59:01,SHORT,142.0,PRIOR_HELD,60m,298,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25668.0,25653.0,TARGET,57.0,71,101.0,156.0
205,seg2_ModeA,P2b,2026-02-03 14:25:50,LONG,220.0,PRIOR_HELD,15m,101,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25293.75,25308.75,TARGET,57.0,14,81.0,61.0
206,seg2_ModeA,P2b,2026-02-03 14:29:46,LONG,220.0,PRIOR_HELD,15m,123,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25295.75,25310.75,TARGET,57.0,5,95.0,36.0
207,seg2_ModeA,P2b,2026-02-03 14:32:45,LONG,220.0,PRIOR_HELD,15m,145,16.900000000000002,16.66,0.240000000000002,CT,NORMAL,25281.5,25296.5,TARGET,57.0,3,62.0,4.0
